title,company,expected,link,project,level,work mode,salary,salary_for,city,ukrainian_people
Data Engineer,REMITLY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"AWS,Python","https://www.pracuj.pl/praca/data-engineer-krakow-pawia-17,oferta,1003701310","The Data Infrastructure Engineering team's mission is to enable product teams to deliver their goals by equipping them with a robust platform and expected data quality and cadency.,As a Data Engineer, you'll work on technical challenges including designing and developing a data platform and its integrations. That means working with other teams to establish data interfaces and contracts.,The team is located in Cracow and works with the US-based Data Infrastructure team. You will report directly to the Cracow-based Engineering Manager.","specialist (Mid / Regular), senior specialist (Senior)",hybrid work,20500–31500,gross / mth.,Kraków,True
Software Engineering Graduate Program 2025,Dell Technologies,"Python,C,C++,Java,SQL","https://www.pracuj.pl/praca/software-engineering-graduate-program-2025-warszawa-inflancka-4a,oferta,1003714781","Our Software R&D Center in Poland gathered great software specialists who want to make a lasting impact on our solutions — and on the future of technology across the industry.,Join us to participate in innovative software projects (developing world’s best storage solutions, Kubernetes based platforms, AI, cybersecurity), learn from the best engineers and build your dream career in one of the best IT companies in the world. Become a Software Engineer (Graduate), a member of the Software Engineering Graduate Program at our Software R&D Center in Poland.,We are looking for talented individuals interested in: Backend Development, DevOps, QA Engineering.,To give new hires the ability to learn across different solutions and quickly enhance an IT knowledge, we are offering an unique program that consists of three 12-month rotations (real work on different projects).,Our Software Engineering Graduate Program allows for candidates new to software engineering or systems engineering to join a fast-paced, dynamic organization in a supportive environment that encourages fast learning and growth.","specialist (Mid / Regular), junior specialist (Junior)",hybrid work,,,Warszawa,True
Senior AI Engineer,SQUARE ONE RESOURCES sp. z o.o.,"Python,RAG,Microsoft Azure","https://www.pracuj.pl/praca/senior-ai-engineer-warszawa-pulawska-2,oferta,1003707299","Reimagining the audit profession. By leveraging Microsoft’s emerging AI technology, we’re building the first AI agent-powered audit platform that will fundamentally change how our audits work, while enhancing the overall experience for our clients.",senior specialist (Senior),home office work,,,Warszawa,False
Senior Automation Engineer,Mindbox S.A.,"Python,PowerShell,Ansible,Jenkins,Docker,Kubernetes","https://www.pracuj.pl/praca/senior-automation-engineer-krakow,oferta,1003708180",,senior specialist (Senior),hybrid work,26000–33000,net (+ VAT) / mth.,,True
Senior Data Analyst (Operations),Allegro,"SQL,Looker,Tableau,Power BI","https://www.pracuj.pl/praca/senior-data-analyst-operations-poznan-wierzbiecice-1b,oferta,1003706354",,starszy specjalista (Senior),praca hybrydowa,,,Poznań,False
Blue Yonder Junior Technical Consultant,Rhenus Warehousing Solutions Polska Sp. z o.o.,"Blue Yonder,WMS,Python,Perl,SQL,Microsoft SQL Server,Java,PowerShell","https://www.pracuj.pl/praca/blue-yonder-junior-technical-consultant-warszawa-komitetu-obrony-robotnikow-48,oferta,1003716661","As Rhenus Warehousing Solutions, we belong to the Rhenus Group, which is one of the leading providers of global logistics services.,Rhenus Warehousing Solutions is implementing Blue Yonder (BY) WMS in the warehouses across the globe. In order to provide the best value for our operational sites and customers, Rhenus is building a strong internal WMS organization. This organization will consist of a central BY WMS Competence Center (CC) and Regional Implementation Centers, which will work together with Blue Yonder CC and other internal and external partners.,For the CC and the Implementation Centers, Rhenus is looking for WMS professionals  who combine a deep understanding of warehousing business and processes, and a profound knowledge of BY WMS.,If you have the ambition to be a part of this journey, see the world as your playground and want to develop your professional competencies, join us!,We are currently looking for talents to join our global IT structures in Warehousing Solution Business Unit, who will work from our office in Warsaw, Poland.",specialist (Mid / Regular),hybrid work,,,Warszawa,False
"Principal Software Engineer (AI/ ML- Python, JAVA) (m/f/x)",HERE Technologies,"Python,Java,C++,PyTorch,TensorFlow","https://www.pracuj.pl/praca/principal-software-engineer-ai-ml-python-java-m-f-x-krakow-jana-dekerta-24,oferta,1003673136","As a Principal Software Engineer, you will be contributing into Research & Development activities of the HERE Navigation Assistant.",expert,"home office work, hybrid work",25000–38000,gross / mth.,Kraków,False
Senior CI/CD Engineer (Bitbucket | SonarQube | Maven),1dea Kośnik Sp. k.,"Python,CI/CD,Bitbucket,SonarQube,Ansible,Jenkins","https://www.pracuj.pl/praca/senior-ci-cd-engineer-bitbucket-sonarqube-maven-warszawa,oferta,1003714148",Dla naszego Klienta z sektora bankowego poszukujemy Inżyniera CI/CD,specjalista (Mid / Regular),praca zdalna,"150,00–170,00",netto (+ VAT) / godz.,,False
"Data Engineer (Python, AWS)",Scalo Sp. z o.o.,"SQL,Python,AWS,Kubernetes,Docker","https://www.pracuj.pl/praca/data-engineer-python-aws-wroclaw,oferta,1003724751",,specjalista (Mid / Regular),praca zdalna,"140,00",netto (+ VAT) / godz.,,False
Cyber Security Administrator,"VIG Polska Sp. z o.o., Vienna Insurance Group","Docker,Kubernetes,AWS,Microsoft Azure,Bash,Python","https://www.pracuj.pl/praca/cyber-security-administrator-warszawa-aleje-jerozolimskie-162,oferta,1003703676","Poszukujemy doświadczonego administratora rozwiązań cyberbezpieczeństwa, który dołączy do naszego zespołu. Osoba na tym stanowisku będzie odpowiedzialna za wdrożenie, utrzymanie i rozwój zaawansowanego rozwiązania bezpieczeństwa aplikacji w środowiskach kontenerowych i chmurowych. Idealny kandydat będzie posiadał praktyczną wiedzę z zakresu zarządzania i zabezpieczania systemów i aplikacji w środowiskach DevOps i cloud.","specjalista (Mid / Regular), starszy specjalista (Senior)","praca zdalna, praca hybrydowa",,,Warszawa,False
Ekspert (analityk) w Zespole Portfela Gazu,PGE Polska Grupa Energetyczna,,"https://www.pracuj.pl/praca/ekspert-analityk-w-zespole-portfela-gazu-warszawa,oferta,1003712798",,ekspert,praca hybrydowa,,,,False
Lider Obszaru – Kierownik Działu Zaawansowanej Inżynierii Lotniczej,Sieć Badawcza Łukasiewicz – Instytut Lotnictwa,,"https://www.pracuj.pl/praca/lider-obszaru-kierownik-dzialu-zaawansowanej-inzynierii-lotniczej-warszawa-aleja-krakowska-110-114,oferta,1003666171",,kierownik / koordynator,praca hybrydowa,,,Warszawa,False
Tester Manualny - Junior,CPL Jobs .,"Git,Java,Python","https://www.pracuj.pl/praca/tester-manualny-junior-warszawa,oferta,1003665428","jednej z największych organizacji telekomunikacyjnych w Polsce - długofalowe projekty w oparciu o zatrudnienie w formie B2B.,Zespół skoncentrowany na tworzeniu innowacyjnych rozwiązań w obszarze automatyzacji w kanałach komunikacji voice/chat/mail z użyciem botów (tradycyjnych i LLM) oraz robotyzacji.","asystent, młodszy specjalista (Junior)","praca stacjonarna, praca hybrydowa","40,00–50,00",netto (+ VAT) / godz.,,False
Senior Cloud Native Developer,EPAM Systems (Poland) sp. z o.o.,Python,"https://www.pracuj.pl/praca/senior-cloud-native-developer-krakow-fabryczna-1a,oferta,1003682366","We are looking for a Senior Cloud Native Developer who is passionate about building scalable, resilient, and observable cloud-native applications.,The ideal candidate will possess a deep understanding of cloud-native development principles and demonstrate the ability to apply these principles to the design and development of cloud-based solutions.",senior specialist (Senior),home office work,,,Kraków,True
Senior Consultant - Financial Services Credit Risk,KPMG,,"https://www.pracuj.pl/praca/senior-consultant-financial-services-credit-risk-warszawa-inflancka-4a,oferta,1003674623",,starszy specjalista (Senior),"praca zdalna, praca hybrydowa",,,Warszawa,False
IT Internship,Robert Bosch Sp. z o.o.,"Python,Bash,Docker,Terraform,Git","https://www.pracuj.pl/praca/it-internship-warszawa-jutrzenki-105,oferta,1003684850","We are currently seeking a highly motivated and skilled student to join our team. As a member of our team, you will have the opportunity to work with cutting-edge technologies and gain valuable experience in the field of DevOps.",trainee,home office work,,,Warszawa,True
Quantitative Portfolio Manager,Skarbiec Towarzystwo Funduszy Inwestycyjnych S.A.,,"https://www.pracuj.pl/praca/quantitative-portfolio-manager-warszawa-aleja-armii-ludowej-26,oferta,1003709718",,menedżer,praca hybrydowa,,,Warszawa,False
Stażysta/ka w dziale Analityki,Loyalty Partner Polska Sp. z o.o. (PAYBACK),"Microsoft Excel,SQL","https://www.pracuj.pl/praca/stazysta-ka-w-dziale-analityki-warszawa-towarowa-28,oferta,1003710455",,praktykant / stażysta,praca hybrydowa,,,Warszawa,False
Hardware Engineer - Inżynier Elektronik,IFM ECOLINK,,"https://www.pracuj.pl/praca/hardware-engineer-inzynier-elektronik-opole-polnocna-6,oferta,1003710359",,młodszy specjalista (Junior),praca stacjonarna,,,Opole,False
Senior Developer,KUBO,"Python,Java,SQL,Docker","https://www.pracuj.pl/praca/senior-developer-warszawa,oferta,1003722940","Enhancing a Risk Platform for a banking client by developing Python APIs, supporting risk analysis, implementing containerized deployments, ensuring data quality, and optimizing data transformations into a Snowflake Data Vault.",senior specialist (Senior),hybrid work,"120,00–150,00",net (+ VAT) / hr.,,False
Senior AI Software Developer,Code & Pepper Sp. z o.o.,Python,"https://www.pracuj.pl/praca/senior-ai-software-developer-warszawa,oferta,1003692240","Poszukujemy doświadczonego Senior AI Software Developera, który dołączy do naszego zespołu w wymiarze ½ etatu i będzie odpowiedzialny za tworzenie zaawansowanych aplikacji ze sztuczną inteligencją.,Dołącz do naszego zespołu AI i twórz przyszłość technologii, pracując nad przełomowymi projektami, które zmieniają świat medycyny, finansów i wielu innych dziedzin — rozwijaj swoje umiejętności w dynamicznym środowisku, z najlepszymi ekspertami na rynku!",starszy specjalista (Senior),praca zdalna,21200–28700,brutto / mies.,,False
Crypto - Algo - Trading Specialist,Match-Trade Technologies,SQL,"https://www.pracuj.pl/praca/crypto-algo-trading-specialist-warszawa-krolewska-18,oferta,1003676670","Oferujemy praktyczny wgląd oraz możliwość zgłębienia jednej z najbardziej ekscytujących i najszybciej rozwijających się branż na świecie. Nasz projekt ze względu na skalę oraz dynamikę rozwoju jest unikalny dla tej części Europy. Bardzo mocno stawiamy na merytokratyczne podejście oraz ograniczenie biurokracji do niezbędnego minimum.,W naszym zespole, skoncentrowanym na High-Frequency Tradingu (HFT), codziennie stawiamy czoła wyzwaniom rynków finansowych, w których każda mikrosekunda ma ogromne znaczenie. Nasze algorytmy na giełdach sześciu kontynentów i największych DEXach, dostarczają potrzebną płynność oraz kwotowania w najbardziej kluczowych i dynamicznych momentach. Staramy się wykorzystać każdą nieefektywność rynkową, która pozwoli zmaksymalizować zyski. Wiedza oraz praktyczne zrozumienie działania tradingu algorytmicznego jest zwykle niedostępna dla przeciętnego uczestnika rynków finansowych zarówno tradycyjnych jak i crypto. Jednocześnie dla wybranych projektów z branży crypto świadczymy usługi designated market makera (DMM), co daje unikalną szansę na poznanie crypto projektów oraz jego twórców.",specjalista (Mid / Regular),praca stacjonarna,,,Warszawa,True
